Postcode,Latitude,Longitude,Easting,Northing,GridRef,Introduced,Terminated
OL12 8NU,53.675848,-2.169143,388924,419944,SD889199,1980-01-01 00:00:00,
OL12 8NW,53.675537,-2.17279,388683,419910,SD886199,1990-07-01 00:00:00,
OL12 8NX,53.674363,-2.16997,388869,419779,SD888197,1980-01-01 00:00:00,
OL12 8NZ,53.676596,-2.167451,389036,420027,SD890200,1980-01-01 00:00:00,
OL12 8PA,53.676821,-2.167315,389045,420052,SD890200,1980-01-01 00:00:00,
OL12 8PE,53.660032,-2.173211,388651,418185,SD886181,2001-12-01 00:00:00,
OL12 8PF,53.661965,-2.172477,388700,418400,SD887184,1993-01-01 00:00:00,1994-05-01 00:00:00
OL12 8PG,53.658365,-2.175489,388500,418000,SD885180,1984-02-01 00:00:00,
OL12 8PH,53.654137,-2.178013,388332,417530,SD883175,1980-01-01 00:00:00,
OL12 8PJ,53.654254,-2.177817,388345,417543,SD883175,1980-01-01 00:00:00,
OL12 8PL,53.65456,-2.1775,388366,417577,SD883175,1980-01-01 00:00:00,
OL12 8PN,53.654516,-2.177288,388380,417572,SD883175,1980-01-01 00:00:00,
OL12 8PP,53.654759,-2.177062,388395,417599,SD883175,1980-01-01 00:00:00,
OL12 8PQ,53.655097,-2.173433,388635,417636,SD886176,2006-10-01 00:00:00,
OL12 8PR,53.654688,-2.176154,388455,417591,SD884175,1980-01-01 00:00:00,
OL12 8PS,53.654655,-2.174444,388568,417587,SD885175,1996-06-01 00:00:00,
OL12 8PT,53.655706,-2.174494,388565,417704,SD885177,1980-01-01 00:00:00,
OL12 8PU,53.654204,-2.175245,388515,417537,SD885175,1980-01-01 00:00:00,
OL12 8PW,53.654723,-2.176729,388417,417595,SD884175,1980-01-01 00:00:00,
OL12 8PX,53.654988,-2.173947,388601,417624,SD886176,1980-01-01 00:00:00,
OL12 8PY,53.655466,-2.17301,388663,417677,SD886176,1980-01-01 00:00:00,
OL12 8PZ,53.654378,-2.179149,388257,417557,SD882175,1980-01-01 00:00:00,
OL12 8QA,53.652561,-2.173876,388605,417354,SD886173,1980-01-01 00:00:00,
OL12 8QB,53.65372,-2.174668,388553,417483,SD885174,1982-03-01 00:00:00,
OL12 8QD,53.653992,-2.173186,388651,417513,SD886175,1992-01-01 00:00:00,
OL12 8QE,53.656307,-2.175889,388473,417771,SD884177,2000-06-01 00:00:00,
OL12 8QF,53.656859,-2.172789,388678,417832,SD886178,1980-01-01 00:00:00,
OL12 8QG,53.65574,-2.175977,388467,417708,SD884177,1980-01-01 00:00:00,
OL12 8QH,53.65688,-2.177162,388389,417835,SD883178,1980-01-01 00:00:00,
OL12 8QJ,53.656323,-2.176857,388409,417773,SD884177,1980-01-01 00:00:00,
OL12 8QL,53.657572,-2.176908,388406,417912,SD884179,1980-01-01 00:00:00,
OL12 8QN,53.658878,-2.175264,388515,418057,SD885180,1980-01-01 00:00:00,
OL12 8QP,53.660626,-2.172714,388684,418251,SD886182,1980-01-01 00:00:00,
OL12 8QQ,53.655838,-2.176522,388431,417719,SD884177,1980-01-01 00:00:00,
OL12 8QR,53.656563,-2.178507,388300,417800,SD883178,1980-01-01 00:00:00,1995-01-01 00:00:00
OL12 8QS,53.661226,-2.173957,388602,418318,SD886183,1980-01-01 00:00:00,
OL12 8QT,53.661633,-2.172461,388701,418363,SD887183,1980-01-01 00:00:00,
OL12 8QU,53.661364,-2.171658,388754,418333,SD887183,1980-01-01 00:00:00,
OL12 8QW,53.660362,-2.174392,388573,418222,SD885182,1980-01-01 00:00:00,
OL12 8QX,53.662768,-2.170604,388824,418489,SD888184,1980-01-01 00:00:00,
OL12 8QY,53.660967,-2.172503,388698,418289,SD886182,1983-01-01 00:00:00,
OL12 8QZ,53.661064,-2.173987,388600,418300,SD886183,1994-05-01 00:00:00,1995-07-01 00:00:00
OL12 8RA,53.660191,-2.175027,388531,418203,SD885182,2008-12-01 00:00:00,
OL12 8RB,53.660992,-2.17444,388570,418292,SD885182,1980-01-01 00:00:00,
OL12 8RD,53.66046,-2.175134,388524,418233,SD885182,1980-01-01 00:00:00,2009-05-01 00:00:00
OL12 8RE,53.659551,-2.176281,388448,418132,SD884181,1992-08-01 00:00:00,
OL12 8RF,53.660586,-2.174862,388542,418247,SD885182,2011-11-01 00:00:00,
OL12 8RG,53.659732,-2.175298,388513,418152,SD885181,1980-01-01 00:00:00,
OL12 8RH,53.659444,-2.175645,388490,418120,SD884181,1997-06-01 00:00:00,
OL12 8RJ,53.660163,-2.175496,388500,418200,SD885182,1980-01-01 00:00:00,1992-12-01 00:00:00
OL12 8RL,53.647531,-2.178227,388316,416795,SD883167,2008-05-01 00:00:00,
OL12 8RN,53.660585,-2.17568,388488,418247,SD884182,2011-11-01 00:00:00,
OL12 8RP,53.640106,-2.178226,388314,415969,SD883159,1980-01-01 00:00:00,
OL12 8RQ,53.657824,-2.177136,388391,417940,SD883179,1980-01-01 00:00:00,
OL12 8RS,53.642278,-2.180565,388160,416211,SD881162,1980-01-01 00:00:00,
OL12 8RT,53.642268,-2.181139,388122,416210,SD881162,1980-01-01 00:00:00,
OL12 8RU,53.644857,-2.180999,388132,416498,SD881164,1980-01-01 00:00:00,
OL12 8RW,53.641238,-2.178624,388288,416095,SD882160,1980-01-01 00:00:00,
OL12 8RX,53.642646,-2.181111,388124,416252,SD881162,1980-01-01 00:00:00,
OL12 8RY,53.644227,-2.181526,388097,416428,SD880164,1984-02-01 00:00:00,
OL12 8RZ,53.643033,-2.180689,388152,416295,SD881162,1980-01-01 00:00:00,
OL12 8SA,53.64315,-2.180735,388149,416308,SD881163,1980-01-01 00:00:00,
OL12 8SB,53.645198,-2.181455,388102,416536,SD881165,1980-01-01 00:00:00,
OL12 8SD,53.648286,-2.178064,388327,416879,SD883168,1980-01-01 00:00:00,2000-09-01 00:00:00
OL12 8SE,53.642189,-2.180186,388185,416201,SD881162,1980-01-01 00:00:00,
OL12 8SF,53.643438,-2.180479,388166,416340,SD881163,1980-01-01 00:00:00,
OL12 8SG,53.643105,-2.18022,388183,416303,SD881163,1980-01-01 00:00:00,
OL12 8SH,53.64245,-2.179839,388208,416230,SD882162,1980-01-01 00:00:00,
OL12 8SJ,53.643349,-2.179616,388223,416330,SD882163,1980-01-01 00:00:00,
OL12 8SL,53.644806,-2.179002,388264,416492,SD882164,1980-01-01 00:00:00,
OL12 8SN,53.647965,-2.176474,388432,416843,SD884168,1980-01-01 00:00:00,
OL12 8SP,53.647214,-2.17989,388206,416760,SD882167,1993-01-01 00:00:00,
OL12 8SQ,53.642746,-2.180022,388196,416263,SD881162,1980-01-01 00:00:00,
OL12 8SR,53.645885,-2.178598,388291,416612,SD882166,1980-01-01 00:00:00,
OL12 8SS,53.648221,-2.179168,388254,416872,SD882168,1980-01-01 00:00:00,
OL12 8ST,53.648032,-2.179666,388221,416851,SD882168,1980-01-01 00:00:00,
OL12 8SU,53.650419,-2.176182,388452,417116,SD884171,1980-01-01 00:00:00,
OL12 8SW,53.64773,-2.177381,388372,416817,SD883168,1980-01-01 00:00:00,
OL12 8SX,53.649968,-2.177496,388365,417066,SD883170,1980-01-01 00:00:00,
OL12 8SY,53.650102,-2.177905,388338,417081,SD883170,1980-01-01 00:00:00,
OL12 8SZ,53.65227,-2.176553,388428,417322,SD884173,1980-01-01 00:00:00,
OL12 8TA,53.646674,-2.179978,388200,416700,SD882167,1980-01-01 00:00:00,1992-12-01 00:00:00
OL12 8TB,53.652684,-2.175889,388472,417368,SD884173,1980-01-01 00:00:00,
OL12 8TD,53.652199,-2.176068,388460,417314,SD884173,1980-01-01 00:00:00,
OL12 8TE,53.653825,-2.176378,388440,417495,SD884174,1980-01-01 00:00:00,
OL12 8TF,53.651567,-2.177942,388336,417244,SD883172,1980-01-01 00:00:00,
OL12 8TG,53.648337,-2.180046,388196,416885,SD881168,1980-01-01 00:00:00,
OL12 8TH,53.648147,-2.174977,388531,416863,SD885168,1984-02-01 00:00:00,
OL12 8TJ,53.648639,-2.176341,388441,416918,SD884169,1984-02-01 00:00:00,
OL12 8TL,53.655575,-2.178337,388311,417690,SD883176,1980-01-01 00:00:00,
OL12 8TN,53.655393,-2.179985,388202,417670,SD882176,1980-01-01 00:00:00,
OL12 8TP,53.654575,-2.179755,388217,417579,SD882175,1990-07-01 00:00:00,
OL12 8TQ,53.651168,-2.179998,388200,417200,SD882172,1994-05-01 00:00:00,1995-01-01 00:00:00
OL12 8TR,53.655547,-2.1787,388287,417687,SD882176,2008-01-01 00:00:00,
OL12 8TS,53.657781,-2.181963,388072,417936,SD880179,1980-01-01 00:00:00,
OL12 8TT,53.65617,-2.183015,388002,417757,SD880177,1980-01-01 00:00:00,
OL12 8TU,53.656413,-2.182925,388008,417784,SD880177,1980-01-01 00:00:00,
OL12 8TX,53.657132,-2.182671,388025,417864,SD880178,1980-01-01 00:00:00,
OL12 8TY,53.656987,-2.183442,387974,417848,SD879178,1980-01-01 00:00:00,
OL12 8TZ,53.653709,-2.181854,388078,417483,SD880174,1980-01-01 00:00:00,
OL12 8UA,53.657012,-2.179266,388250,417850,SD882178,1995-12-01 00:00:00,2009-04-01 00:00:00
OL12 8UB,53.652561,-2.180548,388164,417355,SD881173,1980-01-01 00:00:00,
OL12 8UD,53.652172,-2.181606,388094,417312,SD880173,1980-01-01 00:00:00,
OL12 8UE,53.654678,-2.182978,388004,417591,SD880175,2005-06-01 00:00:00,
OL12 8UF,53.651282,-2.18198,388069,417213,SD880172,1980-01-01 00:00:00,
OL12 8UG,53.649941,-2.182897,388008,417064,SD880170,1980-01-01 00:00:00,
OL12 8UH,53.649239,-2.18356,387964,416986,SD879169,1980-01-01 00:00:00,
OL12 8UJ,53.65199,-2.183466,387971,417292,SD879172,1980-01-01 00:00:00,
OL12 8UL,53.651029,-2.183204,387988,417185,SD879171,1980-01-01 00:00:00,
OL12 8UN,53.652145,-2.18218,388056,417309,SD880173,1980-01-01 00:00:00,
OL12 8UP,53.651314,-2.184734,387887,417217,SD878172,1980-01-01 00:00:00,
OL12 8UQ,53.650795,-2.182961,388004,417159,SD880171,1980-01-01 00:00:00,
OL12 8UR,53.653504,-2.180855,388144,417460,SD881174,2007-01-01 00:00:00,
OL12 8UW,53.653149,-2.183667,387958,417421,SD879174,1980-01-01 00:00:00,
OL12 8UX,53.654327,-2.18343,387974,417552,SD879175,1983-01-01 00:00:00,
OL12 8UY,53.654427,-2.18272,388021,417563,SD880175,1980-01-01 00:00:00,
OL12 8UZ,53.652964,-2.181518,388100,417400,SD881174,1980-01-01 00:00:00,1995-07-01 00:00:00
OL12 8WU,53.661691,-2.162806,389339,418368,SD893183,2006-04-01 00:00:00,
OL12 8XA,53.688261,-2.168496,388970,421325,SD889213,2002-12-01 00:00:00,
OL12 8XD,53.6892,-2.165396,389175,421429,SD891214,1980-01-01 00:00:00,
OL12 8XE,53.6845,-2.158095,389656,420905,SD896209,1980-01-01 00:00:00,
OL12 8XF,53.67674,-2.153539,389955,420041,SD899200,1980-01-01 00:00:00,
OL12 8XG,53.672995,-2.177608,388364,419628,SD883196,1980-01-01 00:00:00,
OL12 8XH,53.661629,-2.168753,388946,418362,SD889183,1980-01-01 00:00:00,
OL12 8XJ,53.653218,-2.167388,389034,417426,SD890174,1980-01-01 00:00:00,
OL12 8XL,53.657182,-2.185486,387839,417870,SD878178,1980-01-01 00:00:00,
OL12 8XQ,53.668946,-2.161805,389407,419175,SD894191,1980-01-01 00:00:00,
OL12 8ZZ,53.66917,-2.161912,389400,419200,SD894192,2000-02-01 00:00:00,2000-09-01 00:00:00
OL13 0AA,53.70244,-2.200302,386874,422908,SD868229,1980-01-01 00:00:00,
OL13 0AB,53.702367,-2.201423,386800,422900,SD868229,1987-10-01 00:00:00,2002-01-01 00:00:00
OL13 0AD,53.702045,-2.200209,386880,422864,SD868228,1980-01-01 00:00:00,
OL13 0AE,53.702045,-2.200209,386880,422864,SD868228,2005-05-01 00:00:00,2006-02-01 00:00:00
OL13 0AF,53.70147,-2.199904,386900,422800,SD869228,1995-07-01 00:00:00,2001-06-01 00:00:00
OL13 0AG,53.701335,-2.20007,386889,422785,SD868227,1980-01-01 00:00:00,2013-03-01 00:00:00
OL13 0AH,53.701918,-2.200784,386842,422850,SD868228,1980-01-01 00:00:00,
OL13 0AJ,53.702088,-2.20133,386806,422869,SD868228,1980-01-01 00:00:00,
OL13 0AL,53.701917,-2.201708,386781,422850,SD867228,1980-01-01 00:00:00,
OL13 0AN,53.70084,-2.200325,386872,422730,SD868227,1995-07-01 00:00:00,2013-01-01 00:00:00
OL13 0AP,53.70058,-2.199945,386897,422701,SD868227,2003-03-01 00:00:00,2013-07-01 00:00:00
OL13 0AQ,53.700041,-2.200291,386874,422641,SD868226,2001-06-01 00:00:00,2008-09-01 00:00:00
OL13 0AR,53.700509,-2.199626,386918,422693,SD869226,1980-01-01 00:00:00,
OL13 0AS,53.699231,-2.200378,386868,422551,SD868225,2001-06-01 00:00:00,
OL13 0AT,53.700318,-2.200837,386838,422672,SD868226,1980-01-01 00:00:00,
OL13 0AU,53.699231,-2.200378,386868,422551,SD868225,1980-01-01 00:00:00,
OL13 0AW,53.697666,-2.201461,386796,422377,SD867223,2001-06-01 00:00:00,
OL13 0AX,53.699339,-2.200742,386844,422563,SD868225,1980-01-01 00:00:00,
OL13 0AY,53.698035,-2.200811,386839,422418,SD868224,1980-01-01 00:00:00,
OL13 0AZ,53.697855,-2.200901,386833,422398,SD868223,1980-01-01 00:00:00,
OL13 0BA,53.697315,-2.201777,386775,422338,SD867223,2003-03-01 00:00:00,
OL13 0BB,53.693467,-2.207725,386381,421911,SD863219,2004-04-01 00:00:00,
OL13 0BD,53.690921,-2.22378,385320,421631,SD853216,2004-03-01 00:00:00,
OL13 0BE,53.697315,-2.201777,386775,422338,SD867223,1980-01-01 00:00:00,
OL13 0BF,53.695143,-2.238705,384336,422104,SD843221,2005-07-01 00:00:00,
OL13 0BG,53.693756,-2.231337,384822,421948,SD848219,2009-10-01 00:00:00,
OL13 0BH,53.696288,-2.202696,386714,422224,SD867222,1996-12-01 00:00:00,
OL13 0BJ,53.696736,-2.203728,386646,422274,SD866222,1980-01-01 00:00:00,
OL13 0BL,53.69572,-2.204208,386614,422161,SD866221,1980-01-01 00:00:00,
OL13 0BN,53.69835,-2.200676,386848,422453,SD868224,2005-05-01 00:00:00,
OL13 0BR,53.691565,-2.210457,386200,421700,SD862217,2000-01-01 00:00:00,2000-09-01 00:00:00
OL13 0BS,53.701335,-2.20007,386889,422785,SD868227,2005-12-01 00:00:00,2013-07-01 00:00:00
OL13 0BT,53.692948,-2.20106,386821,421852,SD868218,2001-06-01 00:00:00,
OL13 0BU,53.695115,-2.205401,386535,422094,SD865220,1980-01-01 00:00:00,
OL13 0BW,53.695244,-2.203812,386640,422108,SD866221,1980-01-01 00:00:00,
OL13 0BX,53.694925,-2.206582,386457,422073,SD864220,1980-01-01 00:00:00,
OL13 0BY,53.693825,-2.202987,386694,421950,SD866219,1980-01-01 00:00:00,
OL13 0BZ,53.694585,-2.205232,386546,422035,SD865220,1987-04-01 00:00:00,
OL13 0DA,53.694521,-2.20608,386490,422028,SD864220,1998-06-01 00:00:00,
OL13 0DB,53.691627,-2.195011,387220,421704,SD872217,1980-01-01 00:00:00,
OL13 0DD,53.68979,-2.20271,386711,421501,SD867215,1980-01-01 00:00:00,
OL13 0DE,53.692737,-2.203179,386681,421829,SD866218,1982-03-01 00:00:00,2013-09-01 00:00:00
OL13 0DF,53.693781,-2.20232,386738,421945,SD867219,1980-01-01 00:00:00,
OL13 0DG,53.703922,-2.201385,386803,423073,SD868230,2000-12-01 00:00:00,2005-05-01 00:00:00
OL13 0DH,53.693176,-2.20945,386267,421879,SD862218,1980-01-01 00:00:00,
OL13 0DJ,53.703922,-2.201385,386803,423073,SD868230,1980-01-01 00:00:00,2003-02-01 00:00:00
OL13 0DL,53.692977,-2.210055,386227,421857,SD862218,2001-06-01 00:00:00,
OL13 0DN,53.692995,-2.210267,386213,421859,SD862218,1980-01-01 00:00:00,
OL13 0DP,53.692869,-2.210448,386201,421845,SD862218,1980-01-01 00:00:00,
OL13 0DR,53.692451,-2.218033,385700,421800,SD857218,1980-01-01 00:00:00,1981-12-01 00:00:00
OL13 0DS,53.697918,-2.200811,386839,422405,SD868224,2001-06-01 00:00:00,
OL13 0DT,53.703922,-2.201385,386803,423073,SD868230,1980-01-01 00:00:00,
OL13 0DU,53.695094,-2.202342,386737,422091,SD867220,1984-10-01 00:00:00,
OL13 0DW,53.693093,-2.210313,386210,421870,SD862218,2000-12-01 00:00:00,
OL13 0DY,53.703922,-2.201385,386803,423073,SD868230,1980-01-01 00:00:00,2009-02-01 00:00:00
OL13 0DZ,53.692467,-2.208947,386300,421800,SD863218,1980-01-01 00:00:00,1984-12-01 00:00:00
OL13 0EA,53.691378,-2.209472,386265,421679,SD862216,1980-01-01 00:00:00,
OL13 0EB,53.691765,-2.20905,386293,421722,SD862217,1980-01-01 00:00:00,
OL13 0ED,53.684639,-2.203306,386670,420928,SD866209,1980-01-01 00:00:00,2004-04-01 00:00:00
OL13 0EE,53.692478,-2.212748,386049,421802,SD860218,1980-01-01 00:00:00,
OL13 0EF,53.692894,-2.211463,386134,421848,SD861218,1980-01-01 00:00:00,
OL13 0EG,53.692875,-2.212039,386096,421846,SD860218,1980-01-01 00:00:00,
OL13 0EH,53.692746,-2.213613,385992,421832,SD859218,1980-01-01 00:00:00,
OL13 0EJ,53.691769,-2.217197,385755,421724,SD857217,2001-06-01 00:00:00,2005-07-01 00:00:00
OL13 0EL,53.692423,-2.213248,386016,421796,SD860217,1980-01-01 00:00:00,
OL13 0EN,53.692323,-2.21405,385963,421785,SD859217,1980-01-01 00:00:00,
OL13 0EP,53.692411,-2.214792,385914,421795,SD859217,1980-01-01 00:00:00,
OL13 0EQ,53.69283,-2.212129,386090,421841,SD860218,1980-01-01 00:00:00,
OL13 0ER,53.692518,-2.215308,385880,421807,SD858218,1980-01-01 00:00:00,
OL13 0ES,53.691522,-2.214833,385911,421696,SD859216,1980-01-01 00:00:00,
OL13 0ET,53.692203,-2.215579,385862,421772,SD858217,1980-01-01 00:00:00,
OL13 0EU,53.692336,-2.216685,385789,421787,SD857217,1980-01-01 00:00:00,
OL13 0EW,53.692367,-2.214444,385937,421790,SD859217,1980-01-01 00:00:00,
OL13 0EX,53.691562,-2.217362,385744,421701,SD857217,1980-01-01 00:00:00,
OL13 0EY,53.691554,-2.216514,385800,421700,SD858217,1980-01-01 00:00:00,1991-12-01 00:00:00
OL13 0EZ,53.69179,-2.215728,385852,421726,SD858217,1980-01-01 00:00:00,
OL13 0FA,53.692182,-2.222272,385420,421771,SD854217,1997-06-01 00:00:00,1998-12-01 00:00:00
OL13 0FB,53.703922,-2.201385,386803,423073,SD868230,2007-01-01 00:00:00,2007-01-01 00:00:00
OL13 0FD,53.692182,-2.222272,385420,421771,SD854217,1997-12-01 00:00:00,2000-06-01 00:00:00
OL13 0FE,53.691554,-2.216514,385800,421700,SD858217,1997-08-01 00:00:00,1997-08-01 00:00:00
OL13 0FF,53.692182,-2.222272,385420,421771,SD854217,1999-06-01 00:00:00,2000-06-01 00:00:00
OL13 0FG,53.703922,-2.201385,386803,423073,SD868230,1999-12-01 00:00:00,2006-02-01 00:00:00
OL13 0FH,53.703922,-2.201385,386803,423073,SD868230,2000-06-01 00:00:00,2006-02-01 00:00:00
OL13 0HB,53.691445,-2.217453,385738,421688,SD857216,1980-01-01 00:00:00,
OL13 0HD,53.69071,-2.216525,385799,421606,SD857216,1980-01-01 00:00:00,
OL13 0HE,53.690882,-2.215678,385855,421625,SD858216,1980-01-01 00:00:00,
OL13 0HF,53.690851,-2.217919,385707,421622,SD857216,1980-01-01 00:00:00,
OL13 0HG,53.691157,-2.217769,385717,421656,SD857216,1980-01-01 00:00:00,
OL13 0HH,53.690208,-2.220248,385553,421551,SD855215,1980-01-01 00:00:00,
OL13 0HJ,53.688855,-2.218015,385700,421400,SD857214,1980-01-01 00:00:00,1994-05-01 00:00:00
OL13 0HL,53.690266,-2.218264,385684,421557,SD856215,1980-01-01 00:00:00,
OL13 0HN,53.690214,-2.217249,385751,421551,SD857215,1980-01-01 00:00:00,
OL13 0HP,53.689511,-2.21823,385686,421473,SD856214,1980-01-01 00:00:00,
OL13 0HQ,53.689607,-2.220063,385565,421484,SD855214,1980-01-01 00:00:00,
OL13 0HR,53.689739,-2.21649,385801,421498,SD858214,1995-01-01 00:00:00,
OL13 0HS,53.688985,-2.215941,385837,421414,SD858214,1980-01-01 00:00:00,
OL13 0HT,53.692324,-2.213565,385995,421785,SD859217,1980-01-01 00:00:00,
OL13 0HU,53.690957,-2.218843,385646,421634,SD856216,2007-07-01 00:00:00,
OL13 0HW,53.688795,-2.216742,385784,421393,SD857213,1980-01-01 00:00:00,
OL13 0HY,53.689917,-2.217642,385725,421518,SD857215,2001-06-01 00:00:00,2011-05-01 00:00:00
OL13 0HZ,53.68816,-2.214907,385905,421322,SD859213,1980-01-01 00:00:00,
OL13 0JA,53.688091,-2.212968,386033,421314,SD860213,1980-01-01 00:00:00,
OL13 0JB,53.688545,-2.210684,386184,421364,SD861213,1980-01-01 00:00:00,
OL13 0JD,53.689776,-2.205905,386500,421500,SD865215,1983-07-01 00:00:00,1990-12-01 00:00:00
OL13 0JH,53.688587,-2.217059,385763,421370,SD857213,1980-01-01 00:00:00,
OL13 0JJ,53.689006,-2.219045,385632,421417,SD856214,1980-01-01 00:00:00,
OL13 0JL,53.687208,-2.219127,385626,421217,SD856212,1980-01-01 00:00:00,
OL13 0JN,53.687954,-2.219524,385600,421300,SD856213,1985-04-01 00:00:00,1986-12-01 00:00:00
OL13 0JS,53.688232,-2.224674,385260,421332,SD852213,1992-08-01 00:00:00,
OL13 0LA,53.692382,-2.221334,385482,421793,SD854217,1980-01-01 00:00:00,2003-05-01 00:00:00
OL13 0LB,53.692182,-2.222272,385420,421771,SD854217,2000-06-01 00:00:00,2000-09-01 00:00:00
OL13 0LD,53.691516,-2.227781,385056,421698,SD850216,1980-01-01 00:00:00,
OL13 0LE,53.690752,-2.232123,384769,421614,SD847216,1990-02-01 00:00:00,
OL13 0LF,53.691255,-2.227734,385059,421669,SD850216,1980-01-01 00:00:00,
OL13 0LG,53.692453,-2.216519,385800,421800,SD858218,1980-01-01 00:00:00,1986-12-01 00:00:00
OL13 0LH,53.690876,-2.228641,384999,421627,SD849216,1980-01-01 00:00:00,
OL13 0LJ,53.690921,-2.228338,385019,421632,SD850216,1980-01-01 00:00:00,
OL13 0LL,53.691021,-2.228051,385038,421643,SD850216,1980-01-01 00:00:00,
OL13 0LN,53.690645,-2.222567,385400,421600,SD854216,1980-01-01 00:00:00,1994-12-01 00:00:00
OL13 0LP,53.692329,-2.22989,384917,421789,SD849217,1980-01-01 00:00:00,
OL13 0LQ,53.691103,-2.227536,385072,421652,SD850216,1980-01-01 00:00:00,2006-07-01 00:00:00
OL13 0LR,53.703922,-2.201385,386803,423073,SD868230,1990-02-01 00:00:00,2013-09-01 00:00:00
OL13 0LS,53.690904,-2.22799,385042,421630,SD850216,1980-01-01 00:00:00,
OL13 0LT,53.691196,-2.23055,384873,421663,SD848216,1991-09-01 00:00:00,
OL13 0LU,53.691535,-2.227115,385100,421700,SD851217,1980-01-01 00:00:00,1994-12-01 00:00:00
OL13 0LW,53.692061,-2.22945,384946,421759,SD849217,1980-01-01 00:00:00,
OL13 0LZ,53.691526,-2.231658,384800,421700,SD848217,1980-01-01 00:00:00,1983-12-01 00:00:00
OL13 0NA,53.692382,-2.221334,385482,421793,SD854217,1991-01-01 00:00:00,
OL13 0NB,53.692045,-2.233008,384711,421758,SD847217,1980-01-01 00:00:00,
OL13 0ND,53.691643,-2.231431,384815,421713,SD848217,1980-01-01 00:00:00,
OL13 0NE,53.691634,-2.231795,384791,421712,SD847217,1980-01-01 00:00:00,
OL13 0NF,53.691995,-2.230752,384860,421752,SD848217,1980-01-01 00:00:00,
OL13 0NG,53.692308,-2.231859,384787,421787,SD847217,2001-06-01 00:00:00,
OL13 0NH,53.691405,-2.23829,384362,421688,SD843216,1980-01-01 00:00:00,
OL13 0NJ,53.692308,-2.231859,384787,421787,SD847217,2001-06-01 00:00:00,2009-08-01 00:00:00
OL13 0NL,53.691292,-2.236654,384470,421675,SD844216,2001-06-01 00:00:00,
OL13 0NN,53.690941,-2.241134,384174,421637,SD841216,2001-06-01 00:00:00,
OL13 0NP,53.69063,-2.239482,384283,421602,SD842216,1980-01-01 00:00:00,
OL13 0NQ,53.691888,-2.235022,384578,421741,SD845217,2001-06-01 00:00:00,2007-08-01 00:00:00
OL13 0NR,53.6915,-2.235807,384526,421698,SD845216,1980-01-01 00:00:00,
OL13 0NS,53.691284,-2.235881,384521,421674,SD845216,1980-01-01 00:00:00,
OL13 0NT,53.691582,-2.235429,384551,421707,SD845217,1980-01-01 00:00:00,
OL13 0NU,53.691387,-2.234065,384641,421685,SD846216,1980-01-01 00:00:00,
OL13 0NW,53.691363,-2.241409,384156,421684,SD841216,1980-01-01 00:00:00,
OL13 0NX,53.691754,-2.234733,384597,421726,SD845217,1980-01-01 00:00:00,
OL13 0NY,53.691991,-2.233144,384702,421752,SD847217,1980-01-01 00:00:00,
OL13 0NZ,53.691487,-2.242485,384085,421698,SD840216,2001-06-01 00:00:00,
OL13 0PA,53.690718,-2.235878,384521,421611,SD845216,1990-07-01 00:00:00,
OL13 0PB,53.689056,-2.235369,384554,421426,SD845214,1984-02-01 00:00:00,
OL13 0PD,53.690432,-2.234847,384589,421579,SD845215,1980-01-01 00:00:00,
OL13 0PE,53.689487,-2.23578,384527,421474,SD845214,1980-01-01 00:00:00,
OL13 0PF,53.689109,-2.235839,384523,421432,SD845214,1980-01-01 00:00:00,
OL13 0PG,53.688987,-2.238564,384343,421419,SD843214,2001-06-01 00:00:00,
OL13 0PH,53.691072,-2.224826,385251,421648,SD852216,2011-02-01 00:00:00,
OL13 0PN,53.688992,-2.236096,384506,421419,SD845214,1980-01-01 00:00:00,
OL13 0PP,53.688598,-2.235003,384578,421375,SD845213,1980-01-01 00:00:00,2006-02-01 00:00:00
OL13 0PR,53.68699,-2.235009,384577,421196,SD845211,1980-01-01 00:00:00,
OL13 0PS,53.689374,-2.229284,384956,421460,SD849214,1980-01-01 00:00:00,
OL13 0PW,53.68901,-2.235808,384525,421421,SD845214,1980-01-01 00:00:00,
OL13 0PZ,53.69089,-2.225733,385191,421628,SD851216,2001-06-01 00:00:00,
OL13 0QA,53.689206,-2.232296,384757,421442,SD847214,1980-01-01 00:00:00,
OL13 0QB,53.689353,-2.230465,384878,421458,SD848214,1980-01-01 00:00:00,
OL13 0QD,53.689644,-2.22877,384990,421490,SD849214,1980-01-01 00:00:00,
OL13 0QE,53.692425,-2.231663,384800,421800,SD848218,1980-01-01 00:00:00,1981-12-01 00:00:00
OL13 0QF,53.689242,-2.227769,385056,421445,SD850214,1980-01-01 00:00:00,
OL13 0QG,53.692425,-2.231663,384800,421800,SD848218,1980-01-01 00:00:00,1981-12-01 00:00:00
OL13 0QN,53.69288,-2.223851,385316,421849,SD853218,1992-08-01 00:00:00,
OL13 0QP,53.693366,-2.223702,385326,421903,SD853219,1980-01-01 00:00:00,
OL13 0QQ,53.689731,-2.230134,384900,421500,SD849215,1980-01-01 00:00:00,1994-05-01 00:00:00
OL13 0QR,53.693079,-2.223216,385358,421871,SD853218,1986-07-01 00:00:00,
OL13 0QS,53.692829,-2.222594,385399,421843,SD853218,1980-01-01 00:00:00,
OL13 0QT,53.692829,-2.222306,385418,421843,SD854218,1980-01-01 00:00:00,
OL13 0QU,53.692676,-2.222729,385390,421826,SD853218,1980-01-01 00:00:00,
